accuracy_local_all,accuracy_goa,accuracy_random_1,accuracy_edge_all,accuracy_dmin,delay_total_local_all,delay_total_goa,delay_total_random_1,delay_total_edge_all,delay_total_dmin,delay_local_local_all,delay_local_goa,delay_local_random_1,delay_local_edge_all,delay_local_dmin,t_comm_local_all,t_comm_goa,t_comm_random_1,t_comm_edge_all,t_comm_dmin,t_comp_local_all,t_comp_goa,t_comp_random_1,t_comp_edge_all,t_comp_dmin,N,N_goa,N_dmin,t_goa
45.17,53.02666666666668,52.633333333333326,56.206666666666656,51.42166666666673,4302.027078392009,3348.2713560773977,3718.8005904684023,5282.907314738891,2996.341325257461,4302.027078392009,1009.3812806840334,1432.2527077222703,0.0,1201.8146388026655,0.0,307.9116082042164,256.13359011902975,727.5300908244031,186.58529476453762,0.0,2030.9784671891523,2030.414292627105,4555.377223914498,1607.9413916902618,120,80.064,70.99,0.545408293247223
