accuracy_local_all,accuracy_uao,accuracy_random_1,accuracy_random_2,accuracy_random_3,accuracy_edge_all,accuracy_dmin,delay_local_all,delay_uao,delay_random_1,delay_random_2,delay_random_3,delay_edge_all,delay_dmin,N_uao,N_rand_2,N_rand_3,N_dmin,N
43.727272727272734,53.0,51.72727272727273,52.45454545454545,48.9090909090909,54.31818181818181,48.13636363636364,35.18479395863268,44.235027963536865,44.42242663580818,51.49393987492382,35.2754485581584,67.66200932730213,27.36642258757673,153,182,107,93,220
