accuracy_local_all,accuracy_uao,accuracy_random_1,accuracy_random_2,accuracy_random_3,accuracy_edge_all,accuracy_dmin,delay_local_all,delay_uao,delay_random_1,delay_random_2,delay_random_3,delay_edge_all,delay_dmin,N_uao,N_rand_2,N_rand_3,N_dmin,N
43.722222222222214,53.16666666666667,51.722222222222214,52.44444444444444,48.777777777777786,54.5,48.77777777777778,34.87088556900859,38.86798639890878,39.59552367568272,42.96610968640412,31.513628464499185,55.14898244976357,25.84949480309797,132,143,84,84,180
