accuracy_local_all,accuracy_uao,accuracy_random_1,accuracy_random_2,accuracy_random_3,accuracy_edge_all,accuracy_dmin,delay_local_all,delay_uao,delay_random_1,delay_random_2,delay_random_3,delay_edge_all,delay_dmin,N_uao,N_rand_2,N_rand_3,N_dmin,N
44.26470588235294,50.88235294117648,49.029411764705884,52.64705882352941,49.205882352941174,54.73529411764706,47.23529411764706,34.55698790464577,42.42495151099777,42.08628549628121,74.5725073761229,43.19784809873202,103.6403640783174,29.202593331574576,164,279,157,100,340
