accuracy_local_all,accuracy_goa,accuracy_random_1,accuracy_edge_all,accuracy_ga,accuracy_dmin,delay_total_local_all,delay_total_goa,delay_total_random_1,delay_total_edge_all,delay_total_ga,delay_total_dmin,delay_local_local_all,delay_local_goa,delay_local_random_1,delay_local_edge_all,delay_local_ga,delay_local_dmin,t_comm_local_all,t_comm_goa,t_comm_random_1,t_comm_edge_all,t_comm_ga,t_comm_dmin,t_comp_local_all,t_comp_goa,t_comp_random_1,t_comp_edge_all,t_comp_ga,t_comp_dmin,N,N_goa,N_ga,N_dmin,t_goa,t_ga
45.0,53.5,51.75,53.875,52.375,50.75,2819.615526337737,1830.4298040685687,1544606.538013386,2164.7642423872,1926.0944352321155,1693.400612355998,2819.615526337737,275.8873448932227,412.69878039086717,0.0,720.900631782891,446.14084800196787,0.0,150.54096229968414,1542686.5508470333,212.98731253170575,162.044790424082,117.40498623918056,0.0,1404.0014968756618,1507.2883859621757,1951.7769298554945,1043.149013025142,1129.8547781148495,80,67.7,56.7,60.0,0.12052433490753174,40.48799993991852
