accuracy_local_all,accuracy_uao,accuracy_random_1,accuracy_random_2,accuracy_random_3,accuracy_edge_all,accuracy_dmin,delay_local_all,delay_uao,delay_random_1,delay_random_2,delay_random_3,delay_edge_all,delay_dmin,N_uao,N_rand_2,N_rand_3,N_dmin,N
43.769230769230774,51.03846153846154,49.69230769230769,53.269230769230774,49.23076923076923,54.73076923076924,48.0,34.986065568861015,37.98069600031929,38.81744390067096,58.847431811184684,38.03762528612357,79.45173704887756,28.11943005463961,144,216,125,100,260
