accuracy_local_all,accuracy_uao,accuracy_random,accuracy_edge_all,delay_local_all,delay_uao,delay_random,delay_edge_all,N_offloaded,N
43.83999999999999,52.55999999999999,50.76,54.8,30.51271562576294,37.886551312371836,37.45870813293033,69.47745316199214,148,250
