accuracy_local_all,accuracy_uao,accuracy_random_1,accuracy_random_2,accuracy_random_3,accuracy_edge_all,accuracy_dmin,delay_local_all,delay_uao,delay_random_1,delay_random_2,delay_random_3,delay_edge_all,delay_dmin,N_uao,N_rand_2,N_rand_3,N_dmin,N
43.96666666666667,53.366666666666674,51.1,52.43333333333334,48.8,54.7,46.93333333333333,34.97115785353894,56.346380972713064,55.60174709554167,66.9811034409447,40.046501100466955,91.59973093293533,28.8282347995056,211,251,137,100,300
