accuracy_local_all,accuracy_uao,accuracy_random,accuracy_edge_all,delay_local_all,delay_uao,delay_random,delay_edge_all,N_offloaded,N
43.95,48.9,48.9,54.95,30.471057057380676,26.89377699843419,27.12203122997505,55.46915470621527,80,200
