accuracy_local_all,accuracy_goa,accuracy_random_1,accuracy_edge_all,accuracy_dmin,delay_total_local_all,delay_total_goa,delay_total_random_1,delay_total_edge_all,delay_total_dmin,delay_local_local_all,delay_local_goa,delay_local_random_1,delay_local_edge_all,delay_local_dmin,t_comm_local_all,t_comm_goa,t_comm_random_1,t_comm_edge_all,t_comm_dmin,t_comp_local_all,t_comp_goa,t_comp_random_1,t_comp_edge_all,t_comp_dmin,N,N_goa,N_dmin,t_goa
44.9,55.7933333333333,55.66333333333334,56.19333333333335,55.07,2149.6103197664247,1253.5840701639158,1225.4650442731236,1387.2287137679987,1154.4556043977911,2149.6103197664247,67.25676234229756,111.12947511456315,0.0,120.56613568738874,0.0,186.5461887507666,96.51921770104296,253.99716076345658,108.5139533773135,0.0,999.781119070852,1017.8163514575167,1133.231553004544,925.37551533309,60,56.912,54.442,0.10231801271438598
