accuracy_local_all,accuracy_goa,accuracy_random_1,accuracy_edge_all,accuracy_dmin,delay_total_local_all,delay_total_goa,delay_total_random_1,delay_total_edge_all,delay_total_dmin,delay_local_local_all,delay_local_goa,delay_local_random_1,delay_local_edge_all,delay_local_dmin,t_comm_local_all,t_comm_goa,t_comm_random_1,t_comm_edge_all,t_comm_dmin,t_comp_local_all,t_comp_goa,t_comp_random_1,t_comp_edge_all,t_comp_dmin,N,N_goa,N_dmin,t_goa
45.24,54.69,54.21,56.2175,53.4975,2868.418594711968,1887.6980399006604,2017.9822893974297,2323.9309234649927,1767.1495971998877,2868.418594711968,305.83725749213374,470.475721498909,0.0,426.71611538838715,0.0,191.60318264562846,141.681796784744,305.232440442531,157.40038061264573,0.0,1390.2575997628958,1405.8247711137767,2018.698483022466,1183.0331011988535,80,66.802,61.288,0.19762474155426024
