accuracy_local_all,accuracy_uao,accuracy_random_1,accuracy_random_2,accuracy_random_3,accuracy_edge_all,accuracy_dmin,delay_local_all,delay_uao,delay_random_1,delay_random_2,delay_random_3,delay_edge_all,delay_dmin,N_uao,N_rand_2,N_rand_3,N_dmin,N
44.26470588235294,53.73529411764706,51.52941176470589,52.23529411764706,49.49999999999999,54.73529411764706,47.26470588235294,34.52755847040014,62.83198486006927,61.903883018158275,74.69031980875606,42.87873660276758,103.50748150119202,29.15355223179146,241,282,157,100,340
