accuracy_local_all,accuracy_goa,accuracy_random_1,accuracy_edge_all,accuracy_ga,accuracy_dmin,delay_edge_local_all,delay_edge_goa,delay_edge_random_1,delay_edge_edge_all,delay_edge_ga,delay_edge_dmin,delay_local_local_all,delay_local_goa,delay_local_random_1,delay_local_edge_all,delay_local_ga,delay_local_dmin,t_comm_local_all,t_comm_goa,t_comm_random_1,t_comm_edge_all,t_comm_ga,t_comm_dmin,t_comp_local_all,t_comp_goa,t_comp_random_1,t_comp_edge_all,t_comp_ga,t_comp_dmin,N_goa,N_ga,N_dmin,N,t_goa,t_ga
44.97428571428566,55.38857142857149,55.04857142857144,56.1542857142857,53.891428571428555,54.25142857142857,0.0,21.940325844544706,213.84858147958747,24.529799929504165,17.705612863379812,20.13399215207945,35.8250986270794,22.34884453900129,35.65006893643994,0.0,31.45579589728048,22.142013556175645,0.0,2.3813942730441866,192.25673786666746,2.4826142533633675,1.7233827602907117,1.86094678019376,0.0,19.558931571500473,21.59184361291984,22.047185676140753,15.982230103089131,18.273045371885676,62.956,49.814,58.128,70,0.10305143451690674,35.231640058994294
