accuracy_local_all,accuracy_uao,accuracy_random,accuracy_edge_all,delay_local_all,delay_uao,delay_random,delay_edge_all,N_offloaded,N
44.4,51.13333333333333,51.0,54.733333333333334,30.4166161219279,25.73353861573389,26.111809626544478,41.53330673889908,80,150
