accuracy_local_all,accuracy_uao,accuracy_random_1,accuracy_random_2,accuracy_random_3,accuracy_edge_all,accuracy_dmin,delay_local_all,delay_uao,delay_random_1,delay_random_2,delay_random_3,delay_edge_all,delay_dmin,N_uao,N_rand_2,N_rand_3,N_dmin,N
43.96666666666667,50.89999999999999,48.566666666666656,52.766666666666666,50.4,54.7,46.96666666666667,34.87469933477407,40.476905049823316,40.79340217354577,66.37988702131881,40.56513726065292,91.66156325674889,28.80599313165884,155,248,138,100,300
