accuracy_local_all,accuracy_goa,accuracy_random_1,accuracy_edge_all,accuracy_dmin,delay_total_local_all,delay_total_goa,delay_total_random_1,delay_total_edge_all,delay_total_dmin,delay_local_local_all,delay_local_goa,delay_local_random_1,delay_local_edge_all,delay_local_dmin,t_comm_local_all,t_comm_goa,t_comm_random_1,t_comm_edge_all,t_comm_dmin,t_comp_local_all,t_comp_goa,t_comp_random_1,t_comp_edge_all,t_comp_dmin,N,N_goa,N_dmin,t_goa
45.24,53.9225,53.8775,56.2175,53.465,2868.418594711968,1920.3249183773519,2016.3084918351403,2257.434538453121,1817.110547045511,2868.418594711968,365.86989220531314,579.148024025743,0.0,428.62114314412213,0.0,286.59908825984223,153.45665810957482,238.74870654749927,208.4466660427068,0.0,1267.8559379121943,1283.7038096998235,2018.6858319056178,1180.0427378586814,80,63.804,61.216,0.2733475604057312
