accuracy_local_all,accuracy_uao,accuracy_random_1,accuracy_random_2,accuracy_random_3,accuracy_edge_all,accuracy_dmin,delay_local_all,delay_uao,delay_random_1,delay_random_2,delay_random_3,delay_edge_all,delay_dmin,N_uao,N_rand_2,N_rand_3,N_dmin,N
43.727272727272734,51.090909090909086,50.54545454545454,51.68181818181819,49.63636363636363,54.31818181818181,48.0,35.226073026113895,35.6315768910472,37.06174786208551,51.14515812339461,35.476581368571324,67.69768845897455,27.415773599337957,132,181,107,94,220
