accuracy_local_all,accuracy_uao,accuracy_random_1,accuracy_random_2,accuracy_random_3,accuracy_edge_all,accuracy_dmin,delay_local_all,delay_uao,delay_random_1,delay_random_2,delay_random_3,delay_edge_all,delay_dmin,N_uao,N_rand_2,N_rand_3,N_dmin,N
44.3,53.0,52.6,52.2,49.3,54.4,51.6,559.8980329205073,23.507296646032007,25.592417877851734,26.25595404556359,551.3355935468439,30.027132685767064,21.394145739845992,76,72,47,72,100
