accuracy_local_all,accuracy_uao,accuracy_random,accuracy_edge_all,delay_local_all,delay_uao,delay_random,delay_edge_all,N_offloaded,N
43.96666666666667,48.766666666666666,47.63333333333334,54.7,30.44353421529134,30.293736867980414,30.223138520236546,82.6291115165036,111,300
