accuracy_local_all,accuracy_uao,accuracy_random,accuracy_edge_all,delay_local_all,delay_uao,delay_random,delay_edge_all,N_offloaded,N
43.96666666666667,50.733333333333334,48.53333333333333,54.7,30.430159886678062,35.50564000231591,34.930558644889324,155.78680015477886,146,300
