accuracy_local_all,accuracy_uao,accuracy_random,accuracy_edge_all,delay_local_all,delay_uao,delay_random,delay_edge_all,N_offloaded,N
43.96666666666667,52.466666666666676,49.63333333333334,54.7,30.429753144582115,42.88433364448323,42.25112742515539,82.89576317360763,183,300
