accuracy_local_all,accuracy_uao,accuracy_random,accuracy_edge_all,delay_local_all,delay_uao,delay_random,delay_edge_all,N_offloaded,N
44.4,49.93333333333333,51.06666666666667,54.733333333333334,30.378897190093994,25.698236482357128,26.073664137434275,41.52252852785671,80,150
