accuracy_local_all,accuracy_goa,accuracy_random_1,accuracy_edge_all,accuracy_dmin,delay_total_local_all,delay_total_goa,delay_total_random_1,delay_total_edge_all,delay_total_dmin,delay_local_local_all,delay_local_goa,delay_local_random_1,delay_local_edge_all,delay_local_dmin,t_comm_local_all,t_comm_goa,t_comm_random_1,t_comm_edge_all,t_comm_dmin,t_comp_local_all,t_comp_goa,t_comp_random_1,t_comp_edge_all,t_comp_dmin,N,N_goa,N_dmin,t_goa
45.18153846153848,53.55076923076916,52.786153846153795,56.198461538461586,51.10769230769229,4661.66191139443,3992.2857716956455,4311.3938090320335,6252.158838821498,3330.8454270988236,4661.66191139443,1087.749247083,1487.598371741905,0.0,1414.910695630037,0.0,401.4017911985843,337.6193273699713,904.0357530843096,207.37419471455362,0.0,2503.1347334140596,2486.1761099201544,5348.12308573719,1708.5605367542362,130,88.728,73.08,0.6208543753623963
