accuracy_local_all,accuracy_goa,accuracy_random_1,accuracy_edge_all,accuracy_dmin,delay_total_local_all,delay_total_goa,delay_total_random_1,delay_total_edge_all,delay_total_dmin,delay_local_local_all,delay_local_goa,delay_local_random_1,delay_local_edge_all,delay_local_dmin,t_comm_local_all,t_comm_goa,t_comm_random_1,t_comm_edge_all,t_comm_dmin,t_comp_local_all,t_comp_goa,t_comp_random_1,t_comp_edge_all,t_comp_dmin,N,N_goa,N_dmin,t_goa
45.18153846153848,54.41846153846151,53.33076923076919,56.198461538461586,51.09846153846155,4661.66191139443,4271.725410193027,4540.030337665897,6236.4910359119995,3345.034176616824,4661.66191139443,948.313464263035,1264.0930302286845,0.0,1415.0053739803898,0.0,461.16319128794277,430.02881889976794,887.0019136925558,222.07280271894487,0.0,2862.248754642048,2845.9084885374436,5349.489122219439,1707.9559999174862,130,94.922,73.068,0.6953094973564148
