accuracy_local_all,accuracy_uao,accuracy_random,accuracy_edge_all,delay_local_all,delay_uao,delay_random,delay_edge_all,N_offloaded,N
44.4,53.466666666666676,52.133333333333326,54.733333333333334,34.74022102355957,27.36098808283071,29.53887720097373,41.46631058922644,89,150
