accuracy_local_all,accuracy_uao,accuracy_random,accuracy_edge_all,delay_local_all,delay_uao,delay_random,delay_edge_all,N_offloaded,N
43.95,50.65,50.2,54.95,30.50549280643463,28.70023409078388,28.720874744545814,55.45123095607708,94,200
