accuracy_local_all,accuracy_uao,accuracy_random,accuracy_edge_all,delay_local_all,delay_uao,delay_random,delay_edge_all,N_offloaded,N
43.83999999999999,48.839999999999996,48.199999999999996,54.8,30.523440742492674,28.545619662351335,28.654444959517406,69.43126811356034,92,250
